Provinsi,Destinasi,Rating,Alamat,Detail,Jam Operasional,Biaya Masuk
D.I.Yogyakarta,Hutan Pinus Pengger,4.5,"Jl. Dlingo-Patuk, Sendangsari, Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","Hutan Pinus Pengger Sendangsari merupakan kawasan hutan pinus yang masih alami dan asri. Area perbukitan yang menjadi salah satu destinasi wisata malam dan banyak menarik minat kalangan muda-mudi. Fasilitas yang ada di tempat ini antara lain mushola, area parkir, toilet, gazebo, warung hingga arena bermain lainnya.",Setiap Hari ( 06.30 - 23.00 WIB ),Rp 2.500
D.I.Yogyakarta,Candi Prambanan Yogyakarta,4.7,"Jl. Raya Solo - Yogyakarta No.16, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571","Candi Prambanan adalah candi Hindu terbesar di Indonesia sekaligus salah satu candi yang terindah di Asia Tenggara. Menurut prasasti Siwagrha, candi ini mulai dibangun pada masa pemerintahan Rakai Pikatan (pertengahan abad ke-9) dari Kerajaan Mataram Kuno. Diperkirakan ada 240 candi besar dan kecil di kompleks Candi Prambanan. Namun, hanya 18 candi yang berhasil dipugar, sisanya adalah tumpukan batu yang berserakan. Fasilitas Candi Prambanan sudah sangat lengkap bagi bagi para wisatawan yang mengunjungi Candi ini, diantaranya terdapat mushola, papan informasi, toko souvenir, restoran, gazebo, tempat parkir, toilet, guide, golf cart, dan spot-spot foto.",Setiap Hari ( 24 Jam ),Rp 30.000 - Rp 40.000
D.I.Yogyakarta,Pantai Patihan Bantul,4.2,"262V+VXM, Patihan, Gadingsari, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763","Patihan adalah salah satu dari jajaran perkampungan di sisi selatan Jawa, yang secara administratif termasuk dalam wilayah Kabupaten Bantul. Tepat ditengah-tengah diantara dua sungai besar yakni Opak dan Progo, yang ratusan tahun membawa material vulkanik Gunung Merapi ke Samudra Indonesia, kemudian terhempas ke daratan menjadikan lebih dari separuh luasan Patihan adalah pasir yang membentang. Fasilitas yang disedikan antara lain areal parkir, balai pertemuan, Jungle Tracking, kamar mandi umum, kios souvenir, kuliner, musholla, outbound, selfie area, spot foto, tempat makan, dan wifi area. ",Setiap Hari ( 24 Jam ),Rp 10.000
D.I.Yogyakarta,Gembira Loka Zoo,4.5,"Jl. Kebun Raya No.2, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171","Gembira Loka merupakan tempat yang tepat untuk berwisata bersama keluarga. Tak hanya bisa mencoba berbagai wahana permainan dan menyaksikan tingkah aneka satwa. Satwa yang ada antara lain gajah Sumatra, kuda nil, rusa Jawa, unta, simpanse, orangutan, beruang madu, dan Wallaby. Fasilitas yang disediakan antara lain Sentral Servis, stroller bayi, akses wifi internet, Food Court, kursi roda, gelang anak, mushola dan masjid.","Senin - Kamis ( 09.00 - 15.00 WIB )
Sabtu - Minggu ( 08.30 - 16.00 WIB )",Rp 60.000 - Rp 75.000
D.I.Yogyakarta,The Lost World Castle,4.3,"Jl. Petung Merapi, Petung, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","The Lost World Castle merupakan salah satu objek wisata di kawasan lereng Gunung Merapi yang terletak di Daerah Istimewa Yogyakarta. Objek wisata ini dibangun menyerupai Benteng Takeshi dan dibangun di atas lahan 1,3 hektare pada tahun 2016. Fasilitas yang disediakan antara lain area parkir, kamar mandi, mushola, dan penginapan.",Setiap Hari ( 07.00 - 18.00 WIB ),Rp 30.000
D.I.Yogyakarta,Puncak Segoro Yogyakarta,4.3,"Wiloso, Girikarto, Kec. Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872","Puncak Segoro merupakan salah satu tempat wisata Jogja yang menyediakan villa, Spot foto dan juga resto yang tentunya mempunyai pemandangan alam menakjubkan. Wisata Puncak Segoro Jogja ini juga mempunyai berbagai fasilitas umum yang cukup lengkap, contohnya saja seperti terdapat area parkir yang cukup luas, toilet, dan tidak lupa juga terdapat mushola.",Setiap Hari ( 08.00 - 17.00 WIB ),Rp 5.000
D.I.Yogyakarta,Bukit Wisata Pulepayung,4.5,"Soropati RT.007/RW.003, Clapar 2, Hargotirto, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653","Pule Payung Kulon Progo Yogyakarta merupakan wisata alam dengan spot foto instagramable. Tempat wisata yang satu ini sangat direkomendasi untuk anak muda yang ingin mendapatkan foto-foto unik karena memiliki banyak spot foto menarik. Fasilitas yang disediakan seperti paket tour yang terdiri dari tiga pilihan, yaitu gold, silver, bronze, dan paket empat. Fasilitas lainnya antara lain musala, gazebo, tempat bersantai, pendopo amerta. Selain itu, terdapat juga toko oleh-oleh yang menyediakan item khas Yogyakarta.",Setiap Hari ( 08.00 - 16.00 WIB ),Rp 5.000 - Rp 10.000
D.I.Yogyakarta,Pantai Glagah Gunungkidul,4.4,"Desa Glagah, Kecamatan Temon, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta.","Pantai Glagah merupakan pantai indah dengan hamparan pasir hitam yang luas sekaligus berlaguna. Di pantai ini terdapat kawasan gumuk pasir dengan rumput grinting dan laguna Glagah yang sangat luas terhampar untuk aktivitas perahu wisata, olah raga kano, kayak, berenang atau memancing. Selain itu juga ada agrowisata buah naga, melon, semangka dan cabai yang dikelola oleh masyarakat. Kawasan Glagah secara rutin juga dipakai untuk event motocross, festival layang-layang dan pesta kembang api tahun baru. Pantai Glagah menjadi Muara Sungai Serang yang sekaligus pintu masuk ke Pelabuhan Ikan Tanjung Adi Karta. Sisi barat Sungai Serang menjadi Camping Ground dan Dermaga Wisata.",Setiap Hari ( 24 Jam ),Rp 6.000
D.I.Yogyakarta,Desa Wisata Sungai Code Jogja Kota,4.8,"Jl. Lowanu, Rw 16 Mulyorejo, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Desa Wisata Sungai Code Jogja merupakan sebuah Kampung di Bantaran Sungai Code, di bawah Jembatan Sarjito, Yogyakarta. Keunikan Kampung Code diakui para arsitek dunia. Pada tahun 1992, Kampung Code diganjar penghargaan Aga Khan Award for Architecture, sebuah penghargaan internasional di bidang arsitektur. Struktur tiang unik berbentuk huruf A di setiap rumah Kampung Code, dan model gotong royong warga dalam menuntaskan proyek ini membuat para arsitek dunia jatuh cinta. Kampung Code adalah bangunan yang mewakili budaya gotong royong dan harmonis masyarakat Yogyakarta. ",Setiap Hari ( 24 jam ),Gratis
D.I.Yogyakarta,Kampung Wisata Taman Sari,4.6,"Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Kampung wisata Tamansari merupakan sebuah kampung yang sangat strategis karena lokasinya berada di kawasan Obyek Wisata Tamansari ( Water Castle ) dan berada dalam kawasan besar Kraton Kasultanan Yogyakarta. Kampung ini memiliki fungsi sebagai penyangga kawasan Obyek Wisata Tamansari dan Kraton Yogyakarta. Kampung Tamansari sesuai data dan informasi yang bersumber baik dari pihak kraton maupun balai pelestarian bangunan dan cagar budaya konon merupakan danau yang cukup luas (segara anakan) yang dilengkapi dengan parit (sungai buatan) dari Tamansari menuju ke bangunan pusat kraton melalui segaran.,Setiap Hari ( 09.00 - 15.00 WIB ),Rp 5.000
D.I.Yogyakarta,Jurang Tembelan Kanigoro,4.5,"Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","Jurang Tembelan Kanigoro merupakan sebuah destinasi wisata yang menyuguhkan pemandangan alam. Daerah ini cukup terkenal dengan spot fotonya yang terletak di tepi jurang. Beberapa spot foto yang dimaksud antara lain Hutan Pinus Mangunan, Songgo Batu Langit, Gardu Pandang Pinus Asri, hingga Tebing Watu Mabur.",Setiap Hari ( 24 Jam ),Rp 2.500
D.I.Yogyakarta,De Mata Museum Jogja,4.4,"XT Square, Jl. Veteran No.150-151, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","De Mata Museum Jogja merupakan sebuah destinasi wisata yang berupa museum. Museum ini berada di XT Square atau juga bekas terminal ini, ada di Jalan Veteran Nomor 150 – 151, Umbulharjo. Bisa dibilang tempat ini adalah pelopor berdirinya museum 3 Dimensi di Indonesia. Ada sekitar 200 gambar 3 Dimensi yang bisa dinikmati dan juga dipotret pengunjung. Pada akhir tahun 2014, muncul museum De Arca berisi patung 5 dimensi dari tokoh-tokoh yang terkenal.",Senin - Jum'at ( 10.00 - 15.00 WIB ),Rp 30.000 - Rp 50.000
D.I.Yogyakarta,Watu Lumbung Yogyakarta,4.6,"Area Hutan, Balong, Kec. Girisubo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55883","Kampung Edukasi Watu Lumbung bisa jadi pilihan untuk liburan. Berlokasi di Bukit Parangtritis, Kretek, Bantul, Yogyakarta, Watu Lumbung menawarkan keindahan pemandangan khas pinggiran Yogyakarta sekaligus wisata edukasi yang tak terlupakan. Kampung Edukasi Watu Lumbung didirikan tahun 2003 oleh Muhammad Boy Rifai yang sejak awal ingin memberdayakan dan membantu perekonomian masyarakat sekitar melalu sector pariwisata. Kawasan ini memiliki beberapa area seperti area outbond, perpustakaan, warung santai, taman bermain anak, flying fox, dan sebagainya. Kampung Edukasi Watu Lumbung didirikan di tengah area perkebunan pohon jati. Konsep alam juga melekat di kontruksi bangunan di kawasan ini. Penggunaan bambu digunakan untuk membuat gubuk santai diantara pohon-pohon jati. Beberapa bangunan berupa rumah pohon dibuat hingga tiga lantai dengan batang pohon jati yang masih hidup sebagai tiang penopangnya.",Setiap Hari ( 24 Jam ),Rp 5.000
D.I.Yogyakarta,Sindu Kusuma Edupark (SKE),4.2,"Jl. Jambon, Kragilan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Sindu Kusuma Edupark (SKE) merupakan sebuah destinasi rekreasi yang terletak di Jogjakarta. Tempat ini menyediakan bermacam-macam wahana, baik wahana bermain maupun wahana belajar. Wahana yang paling terkenal dari SKE adalah bianglalanya, yang merupakan sebuah wahana bermain sekaligus ikon SKE sendiri. Selain itu terdapat juga wahana dan edukasi lain seperti terapi ikan, kora-kora, kopi dan roti puter, montor tumbur, disaster room, miniatur candi borobudur, dan kursi mabur.","Selasa - Jum'at ( 12.00 - 20.00 WIB )
Sabtu - Minggu ( 08.00 - 20.00 WIB )",Rp 20.000
D.I.Yogyakarta,Pasar Beringharjo Yogyakarta,4.5,"Jl. Margo Mulyo No.16, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Pasar Beringharjo adalah pasar tertua dengan nilai historis dan filosofis yang tidak dapat dipisahkan dengan Keraton Yogyakarta. Ada banyak jenis barang yang dapat dibeli di Pasar Beringharjo, mulai dari batik, jajanan pasar, uang kuno, pakaian anak dan dewasa, makanan cepat saji, bahan dasar jamu tradisional, sembako hingga barang antik.",Setiap Hari ( 08.30 - 21.00 WIB ),Gratis
Jawa Timur ,Bukit Kapur Arosbaya,4.3,"3V35+2RM, Plalangan Madura, Buduran, Arosbaya, Makam Air Mata, Buduran, Kec. Arosbaya, Kabupaten Bangkalan, Jawa Timur 69151","Jika tebing kapur biasanya berwarna putih, bukit kapur yang satu ini, Arosbaya justru berwarna bata kemerah-merahan. Pemandangan Bukit Kapur Arosbaya nampak indah dengan relief tak beraturan. Gradasi warna putih kapur dan kecokelatan membuat tebing-tebingnya nampak memukau.Bukit Arosbaya dulunya merupakan tempat penambangan kapur tulis. Namun kini, sudah tidak beroperasi lagi. Tanpa disadari bekas penambangan ini membentuk relief yang menawan. Membuat bekas tambang kapur ini menjadi lokasi wisata.",Setiap Hari ( 09.00 - 17.00 WIB ),Rp 10.000
Jawa Timur ,Museum Sepuluh Nopember Kota Surabaya,4.7,"Jl. Pahlawan, Alun-alun Contong, Kec. Bubutan, Kota SBY, Jawa Timur 60174","Museum Sepuluh Nopember merupakan sebuah peninggalan sejarah dimana ini dibangn untuk memperingati peristiwa pertempuran 10 Nopember Surabaya. Monumen ini berada di tengah kota surabaya dan menjadi ikon kota surabaya. Fasilitas yang tersedia, antara lain : ruang diorama elektronik, ruang auditorium, ruang perpustakaan, ruang diorama, ruang Kidzone dan Laktasi , musholla, parkir area, public space (lapangan), dan AC.","Selasa - Jum'at ( 08.00 - 14.30 WIB )
Sabtu -  Minggu ( 08.00 - 13.30 WIB )",Rp 5.000
Jawa Timur ,Masjid Muhammad Cheng Hoo,4.7,"Jl. Gading No.2, Ketabang, Kec. Genteng, Kota SBY, Jawa Timur 60272","Masjid Raya Cheng Ho Surabaya adalah sebuah Masjid bernuansa Muslim Tionghoa yang berlokasi di Surabaya. Masjid ini didirikan atas prakarsa para sesepuh, penasehat, pengurus PITI, dan pengurus Yayasan Haji Muhammad Cheng Ho Indonesia Jawa Timur serta tokoh masyarakat Tionghoa di Surabaya. Masjid ini menyerupai kelenteng (rumah ibadah umat Tri Dharma). Masjid ini didominasi warna merah, hijau, dan kuning. Ornamennya kental nuansa Tiongkok lama. Pintu masuknya menyerupai bentuk pagoda, terdapat juga relief naga dan patung singa dari lilin dengan lafaz Allah dalam huruf Arab di puncak pagoda. Di sisi kiri bangunan terdapat sebuah beduk sebagai pelengkap bangunan masjid. ",Setiap Hari ( 24 Jam ),Gratis
Jawa Timur ,Kenjeran Park Surabaya,4.2,"PQXW+3MP, Sukolilo Baru, Kec. Bulak, Kota SBY, Jawa Timur 60122","Kenjeran Park merupakan sebuah kawasan yang tertata rapi dan indah. Kawasan wisata ini dekat dengan jembatan Suramadu. Kawasan ini dikelola oleh pihak swasta yang berupaya menghadirkan universal studio melalui Atlantis Land Kenjeran Park. Terdapat banyak spot foto seperti, tempat peribadatan Budha dan Konghucu yaitu Pagoda Tian Ti, Patung Budha Empat Wajah, Klenteng Sanggar Agung dan Patung Dewi Kwan Im.",Setiap Hari ( 08.00 - 17.00 WIB ),Rp 30.000 - Rp 35.000
Jawa Timur ,Goa Si Golo Golo,4.1,"8CG5+8XW Sigolo-golo Eco Park, Area Sawah/Kebun, Panglungan, Kec. Wonosalam, Kabupaten Jombang, Jawa Timur 61476","Goa Sigolo Golo merupakan wisata alam yang berlokasi di Dusun Kraten, Desa Panglungan, Kecamatan Wonosalam, Jombang Jawa Timur. Wisata ini cukup popoler di kalangan warga Jombang karena pesona keindahannya bak muncak di Machu Picchu Peru dan juga cerita mistis yang melekat. Wisata alam yang menampilkan tidak hanya pesona keindahan goa, tetapi keindahan alam sekitar menjadi daya tarik tersendiri untuk datang menikmati sembari menghilangkan penat para wisatawan.",Setiap Hari ( 08.30 - 17.00 WIB ),Rp 5.000
Jawa Timur ,Museum De Javasche Bank,4.6,"Jl. Garuda No.1, Krembangan Sel., Kec. Krembangan, Kota SBY, Jawa Timur 60175","Museum De Javasche Bank merupakan sebuah museum yang memiliki tiga lantai dan menampilkan sejarah sistem perbankan di Indonesia, foto-foto lama dari Surabaya dan juga koleksi mata uang kuno. Tampilan museum dibagi menjadi tiga ruang yaitu Ruangan Koleksi Mata Uang Lama, Ruangan Koleksi dari Konservasi, dan Ruangan Koleksi Harta Budaya. ",Selasa - Minggu ( 08.00 - 16.00 WIB ),Gratis
Jawa Timur ,Surabaya North Quay,4.4,"Perak Utara, Kec. Pabean Cantikan, Kota SBY, Jawa Timur 60165","Surabaya North Quay sebenarnya adalah terminal bagi kapal pesiar mewah yang bersandar. Namun, tempat ini sengaja dibenahi supaya dapat menjadi tempat wisata bagi warga Surabaya dan sekitarnya. Lautan lepas dengan kapal pesiar mewah yang bersandar di terminal ini, menjadi daya tarik utamanya.","Selasa - Jum'at ( 13.00 - 20.00 WIB )
Sabtu ( 13.00 - 21.00 WIB )
Minggu ( 13.00 - 20.00 WIB )",Rp 10.000
Jawa Timur ,Taman Buah Surabaya,4.2,"I Blok M No., Jl. Sutorejo Utara Blok E No.1, Dukuh Sutorejo, Kec. Mulyorejo, Kota SBY, Jawa Timur 60113","Wisata Taman Buah Undaan di Surabaya adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Di tempat ini pengujung dapat Wisata Taman Buah Undaan di Surabaya adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Selanjutnya terdapat tempat duduk berbentuk buah-buah. Ada 3 tempat duduk berbentuk buah ; buah pisang, buah pepaya dan buah blimbing. Fasilitas dan pelayanan yang disediakan antara lain area parkir kendaraan, mushola, kamar mandi, rumah makan, dan masih banyak lainnya.",Setiap Hari ( 24 Jam ),Rp 20.000
Jawa Timur ,Rumah Batik Jawa Timur,4.5,"Jl. Dukuh Bulak Banteng Tim. No.94, Bulak Banteng, Kec. Kenjeran, Kota SBY, Jawa Timur 60127","Rumah Batik Jawa Timur atau yang lebih sering disebut dengan Rumah Batik Surabaya tersimpan banyak sekali jenis motif kain batik. Awalnya Rumah Batik Jawa Timur merupakan sebuah showroom bernama Istana Madura. Pemilik, yang merupakan seorang pengrajin batik juga asal Madura, maka ia membangun Rumah Batik dengan tujuan untuk koleksi hasil karyanya sendiri. Tidak hanya melihat aneka motif kain batik, pengunjung yang datang kesini juga bisa membeli kain-kain batik tersebut. Rumah Batik Jawa Timur menyediakan beberapa fasilitas untuk pengunjung seperti area parkir, kamar mandi, area istirahat, tempat pembuatan batik, dan lain sebagainya",Setiap Hari ( 09.00 - 15.00 WIB ),Gratis
Jawa Timur ,Air Terjun Srambang,4.4,"C6HG+C7W, Girimulyo, Jogorogo, Hutan, Hutan Jogorogo, Ngawi, Kabupaten Ngawi, Jawa Timur 63262","Air terjun Srambang merupakan salah satu objek wisata di Kabupaten Ngawi yang berupa air terjun. Berlokasi di kaki gunung Lawu, Kecamatan Jogorogo, sekitar 5 km ke selatan dari pasar Jogorogo. Ketinggian air terjun ini hampir mencapai 25 m.",Setiap Hari ( 08.00 - 18.00 WIB ),Rp 15.000
Jawa Timur ,Ekowisata Mangrove Wonorejoy,4.3,"Jl. Wonorejo Timur No.1, Wonorejo, Kec. Rungkut, Kota SBY, Jawa Timur 60296","Ekowisata Mangrove Wonorejo Surabaya ini merupakan kawasan konservasi alam untuk mencegah abrasi di wilayah timur Kota Surabaya. Sesuai dengan konsep ekowisata, destinasi ini menggabungkan wisata rekreasi dan edukasi. Humas Ekowisata Mangrove Wonorejo David NR menjelaskan, wilayah ini terdiri dari dua kawasan utama, yakni lintasan jogging (jogging track) dan hutan mangrove.",Setiap Hari ( 08.00 - 15.00 WIB ),Gratis
Jawa Timur ,Taman Kunang-Kunang,4.4,"MQJM+PM9, Jl. Penjaringan Tim., Penjaringan Sari, Kec. Rungkut, Kota SBY, Jawa Timur 60297","Taman Kunang-Kunang merupakan taman yang berada dalam kawasan Miniatur Halimun dan merupakan rumah bagi ribuan kunang-kunang. Selain sebagai zona konservasi, lokasi yang menjadi Taman kunang-kunang ini merupakan zona pendidikan dan wisata minat khusus. Semua hal yang mendukung pelestarian serangga tersebut seperti tingkat vegetasi, bahan-bahan organik, serta keberadaan anak sungai Ciliwung terus dipertahankan keasliannya.",Setiap Hari ( 24 jam ),Gratis
Jawa Timur ,Puntok Geneng Poncol,4.1,"Gg. Kopen, Kopen, Gonggang, Kec. Poncol, Kabupaten Magetan, Jawa Timur 63362",Tempat wisata populer di kabupaten Magetan ini adalah sebuah tempat wisata yang indah dengan panorama perbukitan dan lereng gunung yang hijau dan asri. Tempat wisata yang berada di desa Ngaglik Poncol Magetan ini memang cocok banget bagi kamu yang suka berselfie ria.,Setiap Hari ( 04.00 - 18.00 WIB ),Rp 2.000
Jawa Timur ,Wisata Bahari Lamongan,4.5,"Wisata bahari, Paciran, Kec. Paciran, Kabupaten Lamongan, Jawa Timur 62276","Tempat wisata yang menjadi ikon wisata di kota Lamongan ini menjadi tempat yang sayang sekali jika kamu lewatkan, tidak hanya menyuguhkan akan keindahan kota lamongan saja melainkan di tempat wisata WBL ini wisatawan juga akan di suguhkan dengan wisata baharinya yang sangat menakjubkan.",Setiap Hari ( 08.30 - 16.30 ),Rp 75.000 - Rp 100.000
Jawa Timur ,Bukit Kawah Wurung,4.5,"W5P6+3G8, Margahayu, Kalianyar, Kec. Ijen, Kabupaten Bondowoso, Jawa Timur 68288","Tempat wisata yang satu ini merupakan sebuah wisata yang indah dengan hamparan sabana yang begitu mempesona dan sangat enak di pandang, tempat wisata yang berada di Desa Jampit, Sempol, Bondowoso ini adalah sebuah tempat yang sudah sangat terkenal di kalangan para pemuda di sekitar kabupaten Bondowoso dan sekitarnnya.",Selasa - Minggu ( 08.00 - 16.00 WIB ),Rp 5.000 - Rp 50.000
